"pitches","player_id","player_name","year","total_pitches","pitch_percent","ba","iso","babip","slg","woba","xwoba","xba","hits","abs","launch_speed","launch_angle","spin_rate","velocity","effective_speed","whiffs","swings","takes","eff_min_vel","release_extension","pos3_int_start_distance","pos4_int_start_distance","pos5_int_start_distance","pos6_int_start_distance","pos7_int_start_distance","pos8_int_start_distance","pos9_int_start_distance","pitcher_run_exp","run_exp","bat_speed","swing_length"
24179,113,"CIN",2019,24179,100,0.235,0.174,0.289,0.41,0.305,0.299,0.229,1270,5395,87.9,11.3,2285,89.6,89.1,3237,11296,12882,-0.5,5.91,115,155,117,146,292,315,289,"65","-65",,
24612,147,"NYY",2018,24612,100,0.237,0.153,0.302,0.39,0.303,0.299,0.23,1311,5543,87.8,12.5,2310,89.6,89.29,3288,11621,12990,-0.29999999999999716,6.08,108,155,113,148,294,323,290,"65.7","-65.7",,
23233,143,"PHI",2022,23233,100,0.245,0.146,0.303,0.391,0.307,0.299,0.234,1330,5430,87.4,11.3,2178,89.7,90.18,2898,11073,12160,0.5,6.62,110,150,119,145,297,325,291,"-2.3","2.3",,
24102,120,"WSH",2017,24102,100,0.239,0.157,0.29,0.396,0.302,0.299,0.232,1300,5446,86.7,12.6,2191,89.1,88.86,2868,11456,12643,-0.19999999999998863,6.19,110,151,113,148,293,309,292,"90.3","-90.3",,
23458,114,"CLE",2018,23458,100,0.242,0.172,0.299,0.414,0.307,0.298,0.231,1349,5566,88.2,13,2317,87.9,87.68,3084,11244,12210,-0.20000000000000284,6.09,109,152,112,149,285,313,294,"56.1","-56.1",,
24369,158,"MIL",2022,24369,100,0.229,0.159,0.281,0.388,0.303,0.298,0.226,1238,5406,87.2,11.5,2267,89.2,89.35,3075,11067,13302,0.09999999999999432,6.38,110,152,119,146,296,318,296,"31","-31",,
13423,136,"SEA",2024,13423,100,0.218,0.143,0.26,0.362,0.279,0.298,0.235,698,3196,88.1,13.9,2176,90.7,90.96,1782,6782,6641,0.29999999999999716,6.45,112,148,117,147,295,322,293,"78","-78",69.2724631140991,"7.143905885"
13817,143,"PHI",2024,13817,100,0.228,0.138,0.283,0.366,0.289,0.298,0.239,737,3229,87.9,10.6,2257,89.4,89.91,1681,6693,7124,0.5,6.6,109,148,116,148,295,323,291,"57.6","-57.6",69.60065440119038,"7.240715175"
23255,138,"STL",2015,23255,100,0.246,0.12,0.302,0.366,0.296,0.298,0.236,1359,5517,87.5,9.6,2103,89.4,89.17,2497,11209,11900,-0.20000000000000284,6.09,109,147,109,147,293,306,294,"154.6","-154.6",,
23761,147,"NYY",2021,23761,100,0.231,0.158,0.286,0.389,0.298,0.297,0.225,1243,5386,87.4,13.5,2323,89.5,89.61,3310,11554,12203,0.09999999999999432,6.4,110,153,119,147,298,324,288,"85.5","-85.5",,
8618,114,"CLE",2020,8618,100,0.223,0.155,0.287,0.378,0.288,0.297,0.225,440,1971,87.3,13.7,2309,87.8,88.18,1258,4062,4556,0.4000000000000057,6.4,107,153,118,150,293,318,291,"65.8","-65.8",,
24014,121,"NYM",2018,24014,100,0.246,0.152,0.298,0.398,0.308,0.297,0.231,1364,5541,87.2,12.6,2239,89.9,89.98,2852,11486,12525,0.09999999999999432,6.29,111,151,109,148,294,318,299,"19.1","-19.1",,
22859,137,"SF",2021,22859,100,0.23,0.138,0.282,0.368,0.286,0.297,0.236,1254,5452,87.7,10.3,2109,88.2,88.32,2880,11214,11645,0.09999999999999432,6.36,111,154,114,149,298,322,295,"143","-143",,
23487,142,"MIN",2023,23487,100,0.237,0.161,0.293,0.398,0.302,0.297,0.23,1294,5470,88.3,13.7,2243,88.7,89.28,3209,11732,11755,0.5999999999999943,6.61,112,148,120,149,299,328,292,"94","-94",,
23750,143,"PHI",2018,23750,100,0.249,0.158,0.306,0.407,0.312,0.296,0.231,1366,5490,87.5,11.2,2237,89.2,89.03,2950,11284,12466,-0.20000000000000284,6.17,107,154,112,147,295,323,293,"-1.7","1.7",,
22515,120,"WSH",2015,22515,100,0.25,0.134,0.304,0.384,0.297,0.296,0.239,1366,5464,87.4,11,2170,89.9,89.22,2537,10941,11435,-0.7000000000000028,6.11,109,149,107,146,289,304,293,"63.8","-63.8",,
23021,114,"CLE",2017,23021,100,0.236,0.144,0.305,0.38,0.291,0.296,0.238,1267,5378,87,11.1,2302,88.6,88.32,3088,10966,12054,-0.29999999999999716,6.1,108,152,111,149,288,313,291,"150.7","-150.7",,
23628,137,"SF",2022,23628,100,0.253,0.136,0.312,0.39,0.308,0.296,0.239,1397,5517,87.8,9,2167,88.6,88.61,2899,11324,12304,0,6.28,110,152,116,148,298,323,294,"-0.2","0.2",,
23713,145,"CWS",2021,23713,100,0.229,0.152,0.289,0.381,0.295,0.295,0.225,1205,5260,88.3,13.7,2259,89.9,90.02,3353,11416,12297,0.09999999999999432,6.32,111,151,114,149,299,319,295,"96.7","-96.7",,
23340,112,"CHC",2016,23340,100,0.212,0.136,0.257,0.348,0.277,0.295,0.229,1125,5309,88.1,10.4,2224,89,88.69,2771,10738,12513,-0.29999999999999716,6.21,113,151,110,148,295,319,293,"193","-193",,
8958,158,"MIL",2020,8958,100,0.229,0.156,0.297,0.385,0.303,0.295,0.219,446,1949,86.5,10.4,2319,88.3,88.79,1209,4082,4876,0.5,6.52,110,153,120,150,297,319,298,"22.8","-22.8",,
22724,139,"TB",2022,22724,100,0.232,0.147,0.279,0.379,0.293,0.294,0.232,1260,5424,87.4,13.1,2243,87.7,87.72,3062,11310,11413,0,6.43,106,156,114,149,301,324,297,"82.2","-82.2",,
23305,121,"NYM",2022,23305,100,0.236,0.141,0.299,0.377,0.297,0.293,0.227,1274,5408,87.7,12.6,2197,89.2,89.29,3180,11211,12093,0.09999999999999432,6.41,111,155,118,149,299,328,300,"80.9","-80.9",,
23203,117,"HOU",2015,23203,100,0.241,0.142,0.287,0.382,0.297,0.293,0.234,1308,5434,87,9.5,2142,87.1,86.64,2513,10836,12300,-0.5,6.07,107,147,108,147,277,309,279,"83.2","-83.2",,
23967,158,"MIL",2021,23967,100,0.218,0.14,0.278,0.358,0.287,0.292,0.221,1156,5300,86.8,10.6,2265,89.2,89.49,3210,11217,12750,0.29999999999999716,6.4,109,153,117,147,300,322,297,"127","-127",,
8498,119,"LAD",2020,8498,100,0.213,0.141,0.253,0.355,0.273,0.291,0.229,424,1988,87.2,10.8,2391,90.7,90.6,1072,4177,4321,-0.10000000000000853,6.15,112,160,117,148,300,319,292,"85.6","-85.6",,
23841,144,"ATL",2022,23841,100,0.226,0.128,0.286,0.354,0.288,0.291,0.225,1224,5413,87.7,12.1,2284,89.2,89.45,3268,11606,12235,0.20000000000000284,6.4,112,152,122,148,305,324,299,"117.2","-117.2",,
8784,113,"CIN",2020,8784,100,0.215,0.16,0.279,0.374,0.296,0.29,0.209,401,1867,87.3,12.9,2453,89.5,89.41,1261,3946,4837,-0.09999999999999432,6.2,114,154,120,151,294,319,291,"32.4","-32.4",,
23219,147,"NYY",2022,23219,100,0.219,0.136,0.269,0.355,0.283,0.29,0.227,1177,5380,87.5,12.1,2338,90.1,90.03,3133,11133,12085,-0.09999999999999432,6.31,110,155,120,150,295,326,288,"112.7","-112.7",,
23672,120,"WSH",2016,23672,100,0.234,0.142,0.292,0.376,0.293,0.289,0.228,1272,5430,87.8,12.2,2210,89.4,89.16,2826,11263,12245,-0.20000000000000284,6.16,110,150,111,146,295,308,287,"112","-112",,
23961,139,"TB",2019,23961,100,0.23,0.155,0.291,0.386,0.289,0.288,0.227,1274,5531,87.7,12.4,2254,89.1,88.75,3350,11592,12366,-0.29999999999999716,6.12,108,156,115,148,293,323,296,"128.9","-128.9",,
23319,112,"CHC",2015,23319,100,0.233,0.139,0.29,0.372,0.288,0.288,0.234,1276,5476,87.8,10.1,2156,89.1,88.32,2573,10868,12305,-0.7999999999999972,5.93,112,150,108,147,286,300,286,"89.7","-89.7",,
24092,119,"LAD",2016,24092,100,0.233,0.142,0.291,0.375,0.291,0.288,0.227,1266,5430,87.1,12.8,2247,87.8,87.19,2993,11323,12582,-0.5999999999999943,5.97,114,151,110,146,297,321,296,"106.2","-106.2",,
24023,117,"HOU",2019,24023,100,0.221,0.177,0.272,0.397,0.289,0.285,0.218,1205,5461,88,12.1,2402,88.8,88.16,3345,11331,12692,-0.5999999999999943,5.9,111,154,117,150,289,317,297,"153.2","-153.2",,
23284,119,"LAD",2017,23284,100,0.228,0.153,0.284,0.38,0.288,0.284,0.225,1226,5380,86.1,13,2289,88.1,87.65,3178,11394,11887,-0.5,6.02,112,152,109,145,296,320,294,"165.7","-165.7",,
23616,119,"LAD",2018,23616,100,0.23,0.149,0.286,0.379,0.29,0.284,0.224,1279,5562,87.4,11.6,2298,88.1,87.82,3084,11597,12019,-0.29999999999999716,6.07,109,153,114,147,297,319,297,"114","-114",,
22936,117,"HOU",2022,22936,100,0.212,0.12,0.269,0.332,0.273,0.284,0.219,1121,5295,87.9,12.8,2367,88.9,88.45,3133,11289,11646,-0.5,6.13,113,155,116,149,293,323,292,"172","-172",,
23040,119,"LAD",2019,23040,100,0.223,0.156,0.273,0.379,0.28,0.282,0.226,1201,5387,87.2,12.3,2375,88.6,88.34,3102,11369,11669,-0.29999999999999716,6,112,157,117,145,296,317,294,"165.3","-165.3",,
22525,121,"NYM",2015,22525,100,0.243,0.134,0.292,0.377,0.291,0.282,0.23,1341,5515,87.4,10.1,2118,89.9,89.22,2562,10881,11485,-0.7000000000000028,6.15,113,150,112,145,292,309,291,"87.2","-87.2",,
22578,119,"LAD",2015,22578,100,0.242,0.13,0.299,0.372,0.291,0.282,0.227,1317,5433,87.1,8.5,2165,88.8,87.92,2763,10833,11628,-0.8999999999999915,5.89,115,149,107,148,293,308,292,"88.3","-88.3",,
22927,119,"LAD",2021,22927,100,0.207,0.136,0.263,0.344,0.272,0.281,0.216,1107,5335,86.3,11.8,2441,89.6,89.51,3141,11138,11789,-0.09999999999999432,6.18,112,156,115,150,299,317,293,"222.2","-222.2",,
23539,117,"HOU",2018,23539,100,0.217,0.141,0.284,0.358,0.28,0.277,0.213,1164,5365,87.6,11.2,2379,89.2,88.4,3218,11130,12408,-0.7999999999999972,5.91,109,152,116,151,287,314,289,"178.9","-178.9",,
22576,119,"LAD",2022,22576,100,0.209,0.135,0.256,0.344,0.273,0.277,0.215,1114,5336,86.8,13.9,2327,88.9,88.89,2971,11245,11331,0,6.24,110,155,119,148,298,316,292,"182.4","-182.4",,
