team,year,xwoba_diff
ATL,2023,0.046999999999999986
LAD,2020,0.07100000000000001
SD,2020,0.04299999999999998
ATL,2020,0.034999999999999976
NYY,2020,0.03699999999999998
MIN,2019,0.03199999999999997
LAD,2023,0.03200000000000003
NYY,2024,0.029000000000000026
PHI,2020,0.016000000000000014
BOS,2018,0.038000000000000034
TOR,2021,0.028000000000000025
LAD,2024,0.031000000000000028
DET,2016,0.028000000000000025
HOU,2019,0.05300000000000005
NYY,2019,0.029000000000000026
ATL,2019,0.016000000000000014
OAK,2019,0.02300000000000002
BOS,2019,0.02200000000000002
CLE,2017,0.040000000000000036
WSH,2019,0.02200000000000002
HOU,2021,0.027000000000000024
TEX,2023,0.02400000000000002
BOS,2021,0.02300000000000002
HOU,2017,0.03400000000000003
LAD,2019,0.05300000000000005
MIN,2021,0.0030000000000000027
DET,2017,-0.0040000000000000036
TOR,2015,0.025000000000000022
NYM,2024,0.01100000000000001
LAD,2017,0.050000000000000044
CLE,2018,0.03500000000000003
HOU,2023,0.01200000000000001
STL,2023,-0.0040000000000000036
ATL,2021,0.020000000000000018
NYM,2020,0.0050000000000000044
NYY,2018,0.03300000000000003
TOR,2020,0.0050000000000000044
NYY,2017,0.03200000000000003
SD,2024,0.016000000000000014
OAK,2018,0.014000000000000012
BAL,2024,0.019000000000000017
LAD,2022,0.05299999999999999
NYY,2022,0.040000000000000036
ATL,2022,0.039000000000000035
LAA,2020,0.006000000000000005
STL,2017,0.02300000000000002
SF,2020,0.0040000000000000036
NYY,2021,0.03300000000000003
PHI,2024,0.031000000000000028
SD,2023,0.020000000000000018
CIN,2020,0.039000000000000035
LAD,2021,0.04799999999999999
LAD,2018,0.04400000000000004
OAK,2017,-0.0040000000000000036
WSH,2021,-0.0020000000000000018
WSH,2020,-0.014000000000000012
TB,2019,0.039000000000000035
BAL,2016,0.013000000000000012
CHC,2017,0.013000000000000012
TOR,2016,0.013000000000000012
TOR,2022,0.013000000000000012
OAK,2021,0.010000000000000009
STL,2016,0.02100000000000002
OAK,2020,0.020000000000000018
ATL,2024,0.026000000000000023
PHI,2023,0.02200000000000002
TOR,2018,0.0050000000000000044
MIN,2023,0.028000000000000025
SEA,2016,0.008000000000000007
CHC,2019,0.0050000000000000044
HOU,2024,0.014000000000000012
SEA,2023,0.02100000000000002
CWS,2021,0.030000000000000027
BOS,2016,0.016000000000000014
CHC,2023,0.0050000000000000044
CWS,2020,0.0010000000000000009
CIN,2021,0.018000000000000016
WSH,2018,0.016000000000000014
TOR,2023,0.014000000000000012
LAD,2015,0.04300000000000004
MIN,2024,0.018000000000000016
MIL,2020,0.029000000000000026
WSH,2017,0.025000000000000022
NYY,2023,0.01100000000000001
CHC,2016,0.029000000000000026
HOU,2022,0.040000000000000036
MIL,2019,0.010000000000000009
MIN,2017,-0.009000000000000008
SF,2021,0.027000000000000024
LAA,2019,-0.007000000000000006
MIN,2022,0.014000000000000012
DET,2015,0.0030000000000000027
AZ,2024,-0.007000000000000006
SEA,2018,0.0050000000000000044
NYM,2019,0.02300000000000002
SEA,2015,0.010000000000000009
TB,2023,0.02200000000000002
KC,2024,-0.0020000000000000018
NYM,2023,-0.0020000000000000018
LAA,2016,-0.01200000000000001
CLE,2016,0.017000000000000015
PHI,2022,0.02300000000000002
MIN,2020,0.016000000000000014
SEA,2017,-0.0020000000000000018
WSH,2016,0.03200000000000003
NYM,2022,0.028000000000000025
AZ,2017,0.016000000000000014
BAL,2017,-0.019000000000000017
CLE,2020,0.02300000000000002
KC,2017,-0.0050000000000000044
STL,2021,-0.007000000000000006
STL,2018,0.009000000000000008
LAD,2016,0.03200000000000003
STL,2020,-0.008000000000000007
STL,2019,0.007000000000000006
BAL,2023,0.0020000000000000018
HOU,2016,0.018000000000000016
TEX,2017,-0.013000000000000012
CHC,2020,0.0020000000000000018
TEX,2019,-0.015000000000000013
TB,2020,0.018000000000000016
NYY,2015,0.014000000000000012
MIA,2017,-0.014000000000000012
MIL,2024,-0.009000000000000008
TEX,2016,-0.007000000000000006
SD,2021,0.0010000000000000009
WSH,2015,0.02200000000000002
LAA,2018,-0.0030000000000000027
KC,2015,0.0010000000000000009
KC,2023,-0.018000000000000016
SEA,2022,0.016000000000000014
COL,2016,-0.010000000000000009
BOS,2023,0.0020000000000000018
STL,2022,0.0030000000000000027
AZ,2019,-0.01100000000000001
TOR,2017,0.007000000000000006
CLE,2015,0.016000000000000014
MIL,2018,0.009000000000000008
PIT,2015,0.016000000000000014
CLE,2019,0.008000000000000007
MIA,2023,0.0040000000000000036
NYM,2017,-0.0050000000000000044
BOS,2022,-0.0050000000000000044
TEX,2015,-0.009000000000000008
TOR,2024,-0.018000000000000016
HOU,2020,-0.0050000000000000044
SF,2016,0.01200000000000001
BOS,2024,0.010000000000000009
LAA,2023,-0.010000000000000009
SF,2015,0.0030000000000000027
CHC,2018,-0.0020000000000000018
SF,2024,-0.007000000000000006
CHC,2024,0.0020000000000000018
PHI,2019,-0.01200000000000001
HOU,2018,0.03799999999999998
MIL,2022,0.017000000000000015
TB,2021,0.008000000000000007
OAK,2024,-0.01100000000000001
LAA,2024,-0.014000000000000012
LAA,2017,-0.013000000000000012
AZ,2020,-0.029000000000000026
OAK,2016,-0.007000000000000006
CIN,2017,-0.010000000000000009
NYM,2015,0.03200000000000003
PHI,2021,0.014000000000000012
ATL,2017,-0.01200000000000001
TOR,2019,-0.018000000000000016
NYM,2016,0.01100000000000001
SF,2023,0.0030000000000000027
BOS,2017,0.007000000000000006
KC,2020,-0.019000000000000017
PIT,2016,-0.006000000000000005
KC,2018,-0.026000000000000023
AZ,2016,-0.02200000000000002
CIN,2018,-0.013000000000000012
PIT,2023,-0.018000000000000016
CIN,2023,-0.014000000000000012
DET,2023,-0.007000000000000006
PIT,2019,-0.014000000000000012
PIT,2024,-0.0030000000000000027
LAA,2015,0.006000000000000005
CLE,2021,-0.01200000000000001
PIT,2018,-0.0030000000000000027
TEX,2018,-0.026000000000000023
KC,2021,-0.028000000000000025
HOU,2015,0.018000000000000016
LAA,2021,-0.0040000000000000036
STL,2024,-0.010000000000000009
AZ,2023,-0.016000000000000014
MIL,2023,0.0020000000000000018
BAL,2015,0.0040000000000000036
BOS,2020,-0.043999999999999984
NYM,2021,0.0
TEX,2024,-0.013000000000000012
MIL,2021,0.018000000000000016
STL,2015,0.01200000000000001
ATL,2018,0.0020000000000000018
BAL,2022,-0.008000000000000007
CLE,2023,-0.015000000000000013
TB,2017,0.0040000000000000036
AZ,2015,-0.008000000000000007
TB,2018,0.008000000000000007
DET,2024,0.0020000000000000018
COL,2018,0.006000000000000005
ATL,2016,-0.008000000000000007
KC,2022,-0.02400000000000002
TB,2016,-0.0020000000000000018
AZ,2018,-0.006000000000000005
SEA,2019,-0.026000000000000023
SEA,2021,-0.01200000000000001
SEA,2024,0.010000000000000009
SEA,2020,-0.02100000000000002
CLE,2024,-0.0040000000000000036
MIN,2016,-0.030000000000000027
CWS,2022,0.007000000000000006
DET,2021,-0.026000000000000023
SF,2022,0.01200000000000001
BOS,2015,-0.008000000000000007
MIL,2017,-0.0050000000000000044
COL,2019,-0.03899999999999998
CIN,2019,0.008000000000000007
PIT,2017,-0.015000000000000013
CHC,2015,0.019000000000000017
CWS,2017,-0.030000000000000027
WSH,2024,-0.018000000000000016
BAL,2019,-0.03999999999999998
WSH,2023,-0.044999999999999984
SD,2022,0.006000000000000005
MIN,2018,-0.018000000000000016
TB,2024,-0.01100000000000001
TB,2015,-0.0050000000000000044
SF,2019,-0.020000000000000018
COL,2021,-0.015000000000000013
MIA,2016,-0.008000000000000007
DET,2020,-0.04799999999999999
MIL,2016,-0.01100000000000001
BAL,2021,-0.04299999999999998
CWS,2019,-0.026000000000000023
MIA,2020,-0.03500000000000003
CIN,2024,0.0
NYY,2016,0.0020000000000000018
COL,2017,-0.009000000000000008
BAL,2020,-0.02200000000000002
CWS,2016,-0.014000000000000012
COL,2023,-0.044999999999999984
CHC,2021,-0.028000000000000025
TEX,2022,-0.013000000000000012
KC,2019,-0.039000000000000035
PHI,2017,-0.02100000000000002
PHI,2018,0.006000000000000005
KC,2016,-0.026000000000000023
WSH,2022,-0.03200000000000003
DET,2018,-0.02100000000000002
COL,2024,-0.040000000000000036
OAK,2015,-0.019000000000000017
CIN,2016,-0.03300000000000003
MIA,2015,-0.018000000000000016
NYM,2018,0.0040000000000000036
COL,2022,-0.029000000000000026
ATL,2015,-0.026000000000000023
CIN,2015,-0.015000000000000013
CHC,2022,-0.018000000000000016
LAA,2022,-0.006000000000000005
PIT,2021,-0.03300000000000003
SD,2019,-0.01200000000000001
TEX,2020,-0.026000000000000023
MIA,2022,-0.008000000000000007
BAL,2018,-0.038000000000000034
PIT,2020,-0.03600000000000003
CLE,2022,-0.008000000000000007
CWS,2018,-0.03500000000000003
TB,2022,0.0040000000000000036
MIN,2015,-0.028000000000000025
SF,2017,-0.029000000000000026
AZ,2022,-0.025000000000000022
