away_team,away_score,away_team_xwoba_diff,away_lineup_xwoba,away_team_xfip,away_starter_xfip,away_close_win_pct,away_run_diff,home_team,home_score,home_team_xwoba_diff,home_lineup_xwoba,home_team_xfip,home_starter_xfip,home_close_win_pct,home_run_diff
SF,5,-0.013949999999999999,0.32486666666666664,4.3175,3.7784999999999997,0.48152804642166336,-50.85,AZ,6,0.0029,0.3121833333333333,4.0145,3.482,0.5438228438228437,58.349999999999994
CHC,3,0.0179,0.3201944444444444,3.9004999999999996,3.6365000000000003,0.5777401926239135,151.35,STL,4,0.02085,0.31346666666666667,3.9985,3.6225,0.48663041494835957,68.65
NYY,3,0.0218,0.3288111111111111,3.812,3.46,0.485525467440361,123.2,TB,7,0.0011499999999999998,0.31305000000000005,4.22,3.3139999999999996,0.4308928571428571,-15.95
PHI,4,-0.024399999999999998,0.3037055555555555,4.395999999999999,4.927499999999999,0.41412148702810375,-129.14999999999998,CIN,3,-0.0165,0.32090555555555556,4.6145,4.152,0.39254884932696477,-121.19999999999999
SD,3,-0.026299999999999997,0.2848111111111111,4.265499999999999,4.3945,0.47174418604651164,-160.35,LAD,14,0.044449999999999996,0.32735000000000003,3.657,2.5875,0.542269635126778,146.55
COL,7,-0.01285,0.31792777777777775,4.263,3.5469999999999997,0.5219318181818181,20.399999999999995,MIL,5,-0.0092,0.3149777777777778,4.259499999999999,4.9695,0.5068940342094284,-6.799999999999999
ATL,0,-0.0131,0.3098722222222222,4.5760000000000005,4.6354999999999995,0.47851365015166836,-113.95,NYM,6,0.004549999999999999,0.3279833333333333,4.137,2.592,0.4895093356491532,-52.8
MIA,2,-0.013099999999999999,0.3334,4.627,4.652,0.4679743083003952,-42.9,WSH,4,0.0263,0.32561666666666667,3.964,3.1654999999999998,0.5723856209150326,136.15
TOR,2,0.0112,0.33164444444444446,4.242,4.953499999999999,0.46079563881946684,1.7999999999999972,BAL,3,-0.007549999999999999,0.32765,4.523,4.1105,0.5227383768273295,-48.55
PIT,3,-0.0081,0.32404999999999995,4.202,3.7649999999999997,0.49656528469229794,-29.9,BOS,5,0.006999999999999999,0.31700555555555554,4.0169999999999995,4.1885,0.5125106600716356,115.45
SEA,0,0.0023,0.32633888888888885,4.425,4.03,0.5791720154043646,-8.45,HOU,3,0.027600000000000003,0.3348777777777778,3.7859999999999996,3.287,0.5513254716981133,140.0
KC,1,-0.009349999999999999,0.3186166666666667,4.528,4.2775,0.571895325203252,-50.2,MIN,7,-0.017099999999999997,0.31782222222222223,4.5895,4.5775,0.4347838137472283,-26.150000000000002
LAA,2,-0.0099,0.3229222222222222,4.426,4.578,0.5464386482243625,-4.0,OAK,4,-0.006999999999999999,0.3236888888888889,4.413499999999999,4.4639999999999995,0.4707023060796645,-84.44999999999999
CLE,8,0.03065,0.33382222222222224,3.5314999999999994,2.8445,0.5538961038961038,182.0,TEX,5,-0.0109,0.3218944444444445,4.712,3.6264999999999996,0.48495323373742827,-5.5
SF,8,-0.013949999999999999,0.3056666666666667,4.3175,4.092,0.48152804642166336,-50.85,AZ,4,0.0029,0.30500555555555553,4.0145,3.882,0.5438228438228437,58.349999999999994
