IDfg,Season,Name,OPS,PA
16530,2020,Mauricio Dubon,0.726,177
17929,2020,Cedric Mullins II,0.723,153
12282,2019,Rougned Odor,0.721,581
16376,2023,Michael Conforto,0.718,470
25055,2022,Nate Eaton,0.717,122
10472,2019,Enrique Hernandez,0.715,460
12325,2021,Jace Peterson,0.714,302
6104,2016,Aaron Hill,0.714,429
21501,2022,Trevor Larnach,0.712,180
20321,2023,Stuart Fairchild,0.71,255
4579,2021,Starlin Castro,0.708,346
8418,2017,Ehire Adrianza,0.707,186
15487,2020,Victor Reyes,0.706,213
7304,2015,Salvador Perez,0.706,553
9627,2019,Yan Gomes,0.704,358
13005,2016,Kelby Tomlinson,0.7,120
2396,2020,Carlos Santana,0.699,255
15124,2019,Tim Locastro,0.697,250
14773,2021,Yu Chang,0.693,251
2396,2022,Carlos Santana,0.692,506
15937,2022,Aledmys Diaz,0.691,327
18036,2023,Jake Cronenworth,0.689,522
15082,2019,Adam Engel,0.687,248
5254,2019,Robbie Grossman,0.682,482
10200,2020,Tucker Barnhart,0.679,110
5913,2018,Leury Garcia,0.679,275
20505,2023,Drew Waters,0.677,337
8709,2018,Elvis Andrus,0.675,428
11762,2016,Noah Syndergaard,0.673,67
6887,2019,Martin Maldonado,0.671,374
12158,2020,Austin Barnes,0.667,104
18721,2018,Guillermo Heredia,0.661,337
24655,2022,Owen Miller,0.652,472
17338,2022,Willi Castro,0.651,392
24618,2022,Ryan Jeffers,0.648,236
8203,2016,Dee Strange-Gordon,0.641,345
7872,2015,Tyson Ross,0.64,68
22458,2023,Taylor Walls,0.638,349
19392,2022,Zach McKinstry,0.635,185
17232,2022,Yoan Moncada,0.626,433
9627,2022,Yan Gomes,0.625,293
17992,2022,David Fletcher,0.621,228
23792,2022,Alek Thomas,0.619,411
10346,2018,John Ryan Murphy,0.619,223
7476,2018,Alex Avila,0.603,234
16725,2023,Jose Trevino,0.57,168
19290,2020,Randy Arozarena,1.022,76
9399,2017,Jeremy Hazelbaker,1.02,61
17954,2019,Sam Hilliard,1.006,87
22471,2022,Livan Soto,0.996,59
19966,2020,Bobby Dalbec,0.959,92
19363,2019,Austin Hays,0.947,75
18316,2020,Edwin Rios,0.946,83
16472,2020,Rhys Hoskins,0.887,185
12510,2020,Curt Casali,0.866,93
3516,2020,Eric Hosmer,0.851,156
9284,2016,Chris Herrmann,0.845,166
5887,2015,John Jaso,0.839,216
16357,2018,Pablo Reyes,0.832,63
6012,2020,Didi Gregorius,0.827,237
13110,2018,Yoenis Cespedes,0.821,157
14221,2018,Jorge Soler,0.82,257
7324,2015,Chris Gimenez,0.82,113
14885,2017,Pat Valaika,0.817,195
18067,2022,Garrett Stubbs,0.812,121
11773,2015,Jason Rogers,0.808,169
12775,2020,Brad Miller,0.807,171
10767,2017,Lane Adams,0.807,122
30011,2023,Christian Encarnacion-Strand,0.805,241
15585,2023,Mike Ford,0.798,251
10243,2020,Randal Grichuk,0.793,231
26031,2022,Vaughn Grissom,0.792,156
13419,2020,Christian Walker,0.792,243
12155,2020,Eddie Rosario,0.792,231
13777,2015,Adonis Garcia,0.79,198
8392,2018,Daniel Descalso,0.789,423
5827,2016,Wilmer Flores,0.788,335
12649,2016,Alex Dickerson,0.788,285
18889,2022,Danny Mendick,0.786,106
16535,2018,Danny Jansen,0.779,95
3142,2021,Robinson Chirinos,0.778,112
12775,2021,Brad Miller,0.774,377
16556,2020,Ozzie Albies,0.773,124
9054,2015,Justin Smoak,0.768,328
5887,2016,John Jaso,0.766,432
8418,2019,Ehire Adrianza,0.765,236
22581,2021,Alejandro Kirk,0.764,189
7158,2017,Eric Young Jr.,0.754,125
15464,2017,Hunter Renfroe,0.751,479
19522,2022,T.J. Friedl,0.75,258
5254,2017,Robbie Grossman,0.741,456
5209,2019,Alex Gordon,0.741,633
7539,2019,Neil Walker,0.738,381
15117,2020,Hunter Dozier,0.736,186
9205,2016,Logan Morrison,0.733,398
12859,2017,James McCann,0.733,391
2616,2016,Zack Cozart,0.732,508
12409,2016,Ryan Rua,0.731,269
19262,2023,Garrett Hampson,0.729,252
10472,2017,Enrique Hernandez,0.729,342
12160,2018,Ben Gamel,0.728,293
1679,2017,Chase Utley,0.728,353
19813,2022,Charles Leblanc,0.723,169
4153,2016,Jake Arrieta,0.72,70
19878,2019,Adam Haseley,0.72,242
13367,2019,Stephen Piscotty,0.72,393
15711,2023,Tyler O'Neill,0.715,266
13768,2021,Travis Jankowski,0.715,157
8628,2015,Paulo Orlando,0.713,251
10700,2018,Ryan LaMarre,0.704,180
18795,2023,Ramon Urias,0.703,396
16947,2021,Derek Hill,0.702,150
731,2015,Torii Hunter,0.702,567
12926,2018,Alen Hanson,0.699,310
10762,2022,Corey Dickerson,0.698,297
15197,2017,Carlos Asuaje,0.696,343
7802,2015,Miguel Rojas,0.695,157
3123,2017,Gregor Blanco,0.694,256
4243,2016,Jose Lobaton,0.692,114
1736,2015,Jose Reyes,0.688,519
7739,2023,Travis d'Arnaud,0.685,292
22168,2023,Akil Baddoo,0.682,357
5384,2016,Juan Lagares,0.682,160
25816,2023,Shea Langeliers,0.681,490
5751,2018,Hernan Perez,0.676,334
11379,2019,Delino DeShields,0.672,408
9571,2018,Craig Gentry,0.668,169
4952,2015,Ryan Hanigan,0.664,201
8203,2019,Dee Strange-Gordon,0.663,421
7007,2020,Yadier Molina,0.662,156
15223,2020,Adam Frazier,0.661,230
12294,2018,Cory Spangenberg,0.661,329
5343,2019,Brandon Crawford,0.654,560
6652,2016,Chase d'Arnaud,0.652,262
10200,2015,Tucker Barnhart,0.65,274
15038,2018,German Marquez,0.65,65
13743,2021,Max Fried,0.649,67
12158,2021,Austin Barnes,0.644,225
5517,2021,Kyle Higashioka,0.635,211
19950,2021,Andres Gimenez,0.633,210
18821,2022,Jose Azocar,0.629,216
12981,2021,Cam Gallagher,0.628,124
13355,2022,Luke Maile,0.627,206
7802,2023,Miguel Rojas,0.612,423
17273,2023,Jorge Mateo,0.607,350
3448,2016,Jeff Mathis,0.601,132
6887,2022,Martin Maldonado,0.6,379
12979,2020,Javier Baez,0.599,235
12092,2020,Niko Goodrum,0.598,179
16930,2021,Jonah Heim,0.598,285
10459,2016,Adeiny Hechavarria,0.594,547
12979,2023,Javier Baez,0.593,547
11379,2018,Delino DeShields,0.591,393
13755,2021,Tomas Nido,0.588,161
9774,2016,Christian Vazquez,0.585,184
11846,2015,Leonys Martin,0.576,310
1943,2015,Zack Greinke,0.575,77
1943,2018,Zack Greinke,0.566,71
3137,2018,Max Scherzer,0.545,78
13897,2022,Tyler Heineman,0.544,174
13265,2015,Mike Zunino,0.53,386
697,2015,J.P. Arencibia,0.921,73
8434,2015,Brett Wallace,0.895,107
20352,2023,Ernie Clement,0.885,52
19508,2019,Kyle Lewis,0.885,75
49,2015,Kyle Blanks,0.875,71
18363,2018,Victor Robles,0.874,66
10762,2015,Corey Dickerson,0.869,234
23772,2023,Wilyer Abreu,0.862,85
18345,2019,Kyle Tucker,0.857,72
21635,2022,Nick Maton,0.855,85
15429,2022,Kris Bryant,0.851,181
7619,2017,Mark Reynolds,0.839,593
17901,2016,Andrew Benintendi,0.835,118
12101,2016,Kennys Vargas,0.833,177
22823,2022,Oswald Peraza,0.832,57
26517,2023,Noelvi Marte,0.822,123
12649,2019,Alex Dickerson,0.82,190
17350,2017,Rafael Devers,0.819,240
18171,2019,Seth Brown,0.815,83
16578,2020,Yandy Diaz,0.814,138
10542,2015,Derek Dietrich,0.802,289
4892,2016,Mike Moustakas,0.801,113
12434,2020,Kevin Pillar,0.798,223
20325,2023,Alex Kirilloff,0.793,319
26149,2023,Dominic Fletcher,0.791,102
4316,2018,Daniel Murphy,0.79,351
10542,2019,Derek Dietrich,0.79,306
13602,2023,Patrick Wisdom,0.789,302
13621,2017,Jeimer Candelario,0.784,142
9892,2019,Jay Bruce,0.784,333
31837,2023,Masataka Yoshida,0.783,580
6908,2015,Clint Robinson,0.782,352
5930,2019,Nick Markakis,0.776,469
14551,2019,Anthony Santander,0.773,405
14350,2020,Raimel Tapia,0.772,206
8610,2018,Kendrys Morales,0.769,471
5297,2019,Aaron Hicks,0.769,255
11850,2018,Tyler Austin,0.767,268
12547,2017,John Hicks,0.766,190
20003,2022,Keston Hiura,0.765,266
5384,2018,Juan Lagares,0.765,64
14811,2021,Luke Voit,0.764,241
14109,2016,Albert Almora Jr.,0.763,117
19683,2022,Mike Brosseau,0.762,160
12225,2016,Scott Schebler,0.762,282
16219,2020,J.D. Davis,0.761,229
15103,2017,Boog Powell,0.76,135
19238,2018,Lourdes Gurriel Jr.,0.755,263
3256,2015,Welington Castillo,0.75,378
16153,2019,Austin Slater,0.75,192
19296,2022,Alex Call,0.748,131
16153,2023,Austin Slater,0.748,207
9744,2018,Justin Bour,0.746,501
5930,2016,Nick Markakis,0.744,684
7216,2019,Cesar Puello,0.74,147
10348,2018,Domingo Santana,0.74,235
14553,2016,Nomar Mazara,0.739,568
21454,2021,Lars Nootbaar,0.739,124
12037,2020,Jon Berti,0.738,149
5930,2017,Nick Markakis,0.738,670
9952,2016,Trayce Thompson,0.738,262
9777,2020,Nolan Arenado,0.738,201
1433,2017,Wilson Ramos,0.737,224
791,2017,Brandon Phillips,0.735,604
7949,2016,Tim Beckham,0.735,215
15794,2022,Yonathan Daza,0.733,408
13185,2022,Orlando Arcia,0.733,234
7476,2016,Alex Avila,0.732,209
13613,2020,Ketel Marte,0.732,195
14161,2023,Byron Buxton,0.731,347
2233,2017,Adam Wainwright,0.731,50
13546,2018,Roman Quinn,0.729,143
12284,2018,Kevan Smith,0.728,187
8418,2021,Ehire Adrianza,0.728,209
9323,2016,Patrick Corbin,0.728,53
19508,2021,Kyle Lewis,0.726,147
19600,2022,Bryan De La Cruz,0.725,355
16997,2020,Gleyber Torres,0.724,160
8623,2022,Donovan Solano,0.724,304
12294,2017,Cory Spangenberg,0.723,486
12434,2019,Kevin Pillar,0.719,645
16357,2023,Pablo Reyes,0.716,185
3516,2022,Eric Hosmer,0.716,419
12371,2021,Tommy La Stella,0.713,242
8760,2015,Carlos Peguero,0.711,90
13367,2017,Stephen Piscotty,0.708,401
10243,2021,Randal Grichuk,0.703,545
2900,2022,Roberto Perez,0.7,69
13277,2016,Joey Rickard,0.696,282
12434,2021,Kevin Pillar,0.692,347
18882,2022,Brandon Lowe,0.691,266
13590,2022,Jesse Winker,0.688,547
21693,2023,Miguel Amaya,0.688,156
10323,2022,Rafael Ortega,0.688,371
5097,2015,Anthony Gose,0.688,535
2967,2022,Tommy Pham,0.686,622
14712,2023,Manuel Margot,0.686,336
19858,2019,Luis Rengifo,0.685,406
13608,2017,Mallex Smith,0.684,282
20332,2022,Luis Gonzalez,0.683,350
19913,2022,Jesus Sanchez,0.682,343
13608,2016,Mallex Smith,0.681,215
2578,2016,Peter Bourjos,0.681,383
15172,2017,Tim Anderson,0.679,606
15038,2021,German Marquez,0.679,60
7185,2017,Logan Forsythe,0.678,439
15730,2021,Tyler Wade,0.677,145
12981,2019,Cam Gallagher,0.677,142
20202,2021,Brandon Marsh,0.673,260
9785,2018,Kyle Seager,0.673,630
15271,2022,Austin Wynns,0.671,177
4579,2015,Starlin Castro,0.671,578
16375,2021,Oscar Mercado,0.669,238
18721,2019,Guillermo Heredia,0.668,231
18721,2021,Guillermo Heredia,0.665,347
17128,2022,Ramon Laureano,0.663,383
6740,2016,Johnny Giavotella,0.662,367
10815,2016,Jurickson Profar,0.66,307
15402,2021,Jack Mayfield,0.659,290
9627,2015,Yan Gomes,0.659,389
13152,2020,Jorge Polanco,0.658,226
11476,2022,Odubel Herrera,0.658,197
13499,2021,Tom Murphy,0.655,325
4146,2017,Gorkys Hernandez,0.652,348
5384,2015,Juan Lagares,0.647,465
13593,2021,Jose Peraza,0.647,154
16512,2023,Isiah Kiner-Falefa,0.646,361
19928,2022,Ryan McKenna,0.634,172
4866,2019,Jarrod Dyson,0.633,452
12158,2019,Austin Barnes,0.633,242
4940,2016,Jason Heyward,0.631,592
14109,2022,Albert Almora Jr.,0.631,235
14818,2018,JaCoby Jones,0.63,467
12859,2016,James McCann,0.629,373
13807,2019,Kevin Plawecki,0.629,174
22563,2023,Gabriel Arias,0.628,345
14361,2017,Ty Blach,0.627,53
2036,2018,Clayton Kershaw,0.622,57
13620,2022,Carson Kelly,0.617,354
25332,2023,Endy Rodriguez,0.612,204
12510,2016,Curt Casali,0.609,256
19346,2022,Eli White,0.578,117
10954,2019,Jacob deGrom,0.569,70
12147,2016,Nick Ahmed,0.564,308
21538,2023,Nick Fortes,0.562,323
22277,2022,Nick Allen,0.547,326
13265,2019,Mike Zunino,0.544,289
10030,2021,Chris Owings,1.048,50
4949,2019,Giancarlo Stanton,0.894,72
9929,2020,Darin Ruf,0.887,100
15679,2020,Rowdy Tellez,0.886,127
19983,2022,Conner Capel,0.875,59
13288,2018,Peter O'Brien,0.868,74
14942,2020,Andrew Knapp,0.849,89
19273,2022,Stone Garrett,0.848,84
21558,2021,Matt Vierling,0.843,77
9393,2017,Matt Adams,0.841,367
9433,2021,Dustin Garneau,0.831,68
19901,2021,Gavin Sheets,0.83,179
18032,2022,Mark Mathias,0.825,91
1737,2015,Justin Morneau,0.821,182
12495,2016,T.J. Rivera,0.821,113
10349,2016,Tommy Joseph,0.813,347
16686,2022,Jason Vosler,0.812,111
12858,2017,Brian Goodwin,0.811,278
17766,2020,D.J. Stewart,0.809,112
3707,2016,Geovany Soto,0.809,86
8259,2019,Kurt Suzuki,0.809,309
7619,2016,Mark Reynolds,0.806,441
19717,2022,Darick Hall,0.804,142
20505,2022,Drew Waters,0.803,109
20321,2022,Stuart Fairchild,0.8,110
4314,2020,Joey Votto,0.8,223
9744,2015,Justin Bour,0.8,446
4892,2020,Mike Moustakas,0.799,163
25961,2022,Kerry Carpenter,0.795,113
9256,2019,A.J. Pollock,0.795,342
13338,2018,Omar Narvaez,0.794,322
19966,2021,Bobby Dalbec,0.792,453
16542,2019,Shed Long Jr.,0.787,168
2495,2015,Pedro Alvarez,0.787,491
11615,2016,Brandon Drury,0.786,499
9393,2018,Matt Adams,0.786,337
15672,2018,Austin Meadows,0.785,191
1873,2016,Matt Holliday,0.782,426
19683,2019,Mike Brosseau,0.781,142
16424,2021,Jordan Luplow,0.78,193
10243,2023,Randal Grichuk,0.779,471
9399,2016,Jeremy Hazelbaker,0.775,224
8392,2016,Daniel Descalso,0.773,289
21614,2021,Kyle Isbel,0.772,83
14221,2020,Jorge Soler,0.769,174
10348,2015,Domingo Santana,0.768,187
18568,2020,Luis Arraez,0.765,121
9048,2017,Ezequiel Carrera,0.764,325
12371,2016,Tommy La Stella,0.763,169
10762,2016,Corey Dickerson,0.761,548
16885,2020,Joshua Fuentes,0.759,103
5677,2015,A.J. Ellis,0.758,217
17484,2023,Eloy Jimenez,0.758,489
12164,2020,Miguel Sano,0.757,205
3174,2016,Shin-Soo Choo,0.756,210
4062,2019,Dexter Fowler,0.754,574
16403,2019,Francisco Mejia,0.754,244
14553,2018,Nomar Mazara,0.753,536
9054,2019,Justin Smoak,0.748,500
16909,2018,Colin Moran,0.747,465
9009,2016,Conor Gillaspie,0.747,205
14593,2022,David Bote,0.746,127
20521,2020,Nick Madrigal,0.745,109
13854,2020,Anthony Bemboom,0.744,60
26197,2023,Andrew Vaughn,0.743,615
9284,2018,Chris Herrmann,0.743,87
19610,2021,Keibert Ruiz,0.742,96
10264,2019,Brandon Belt,0.742,616
10459,2019,Adeiny Hechavarria,0.742,221
10030,2017,Chris Owings,0.741,386
12546,2015,C.J. Cron,0.739,404
13633,2015,Preston Tucker,0.734,323
14344,2020,Matt Olson,0.734,245
15124,2023,Tim Locastro,0.731,67
5227,2016,Jon Jay,0.728,373
11982,2016,Travis Shaw,0.726,530
6364,2017,Danny Valencia,0.725,500
7304,2016,Salvador Perez,0.725,546
15279,2023,Garrett Cooper,0.724,457
6589,2019,Sean Rodriguez,0.723,139
11737,2015,Nick Castellanos,0.721,595
14137,2019,Tim Lopes,0.72,128
13777,2016,Adonis Garcia,0.717,563
14128,2015,Joey Gallo,0.717,123
13658,2019,Terrance Gore,0.715,58
1738,2016,Jhonny Peralta,0.715,313
8347,2016,Denard Span,0.712,637
12160,2019,Ben Gamel,0.71,356
6400,2016,Kirk Nieuwenhuis,0.709,392
20003,2020,Keston Hiura,0.707,246
13359,2022,Tyler Naquin,0.705,334
11255,2017,Matt Szczur,0.704,237
4298,2018,Matt Wieters,0.704,271
10681,2023,Gio Urshela,0.703,228
10847,2020,Andrelton Simmons,0.702,127
10200,2016,Tucker Barnhart,0.702,420
16478,2020,Kyle Schwarber,0.701,224
9847,2022,Andrew McCutchen,0.7,580
14350,2021,Raimel Tapia,0.699,533
14567,2017,Franchy Cordero,0.699,99
7740,2016,Ty Kelly,0.697,71
5486,2016,Abraham Almonte,0.695,194
3648,2018,Rene Rivera,0.693,91
17719,2018,Steven Duggar,0.693,152
19844,2021,Abraham Toro,0.688,375
20391,2023,Luis Garcia,0.688,482
16451,2021,Luis Guillorme,0.685,156
13807,2018,Kevin Plawecki,0.685,277
15518,2023,Amed Rosario,0.683,545
16512,2018,Isiah Kiner-Falefa,0.682,396
9256,2022,A.J. Pollock,0.681,527
14712,2020,Manuel Margot,0.679,159
14128,2020,Joey Gallo,0.679,226
19455,2023,Andruw Monasterio,0.678,315
14335,2015,Dilson Herrera,0.677,103
11146,2015,Cameron Rupp,0.675,299
14477,2020,Jake Cave,0.674,123
15674,2023,Reese McGuire,0.668,206
13324,2023,Ildemaro Vargas,0.666,286
10071,2017,Jonathan Villar,0.665,436
14894,2020,Tony Kemp,0.664,114
13866,2017,Bruce Maxwell,0.663,253
5223,2018,Cameron Maybin,0.662,384
11339,2021,Jake Marisnick,0.661,198
15491,2017,J.P. Crawford,0.656,87
16623,2018,Greg Allen,0.654,291
12510,2022,Curt Casali,0.649,176
13005,2017,Kelby Tomlinson,0.646,222
10642,2015,Carlos Perez,0.645,283
5273,2017,Sandy Leon,0.644,301
10028,2023,Christian Bethancourt,0.635,332
4881,2018,Carlos Gomez,0.634,408
16424,2022,Jordan Luplow,0.634,234
13853,2019,Joey Wendle,0.633,263
13510,2015,Jose Ramirez,0.631,355
6310,2017,Alcides Escobar,0.629,629
1159,2015,Andrew Romine,0.622,203
19296,2023,Alex Call,0.614,439
18015,2023,Paul DeJong,0.612,400
12325,2023,Jace Peterson,0.611,430
21614,2022,Kyle Isbel,0.603,278
3448,2017,Jeff Mathis,0.6,203
19422,2022,Brian Serven,0.593,205
25479,2023,Brenton Doyle,0.593,431
15104,2022,Jonathan Davis,0.581,91
21479,2020,Nico Hoerner,0.571,126
13338,2020,Omar Narvaez,0.562,126
10310,2019,Zack Wheeler,0.561,64
11530,2016,Jose Fernandez,0.553,61
4538,2016,Jason Hammel,0.55,69
18887,2023,Seby Zavala,0.545,193
18498,2019,Kenta Maeda,0.542,61
13743,2019,Max Fried,0.53,65
5273,2018,Sandy Leon,0.511,288
10954,2017,Jacob deGrom,0.5,77
12976,2015,Austin Hedges,0.463,152
18316,2019,Edwin Rios,1.01,56
12005,2023,Nick Martini,0.912,79
19352,2019,Sean Murphy,0.899,60
12546,2020,C.J. Cron,0.894,52
4949,2020,Giancarlo Stanton,0.887,94
19294,2019,Nick Solak,0.884,135
7571,2018,Lonnie Chisenhall,0.846,95
24589,2023,Richie Palacios,0.823,102
14330,2017,Nick Williams,0.811,343
19864,2023,Riley Adams,0.807,158
7620,2015,Justin Ruggiano,0.805,141
7859,2020,Charlie Blackmon,0.804,247
11385,2015,Matt den Dekker,0.8,110
16925,2018,Aramis Garcia,0.8,65
24618,2020,Ryan Jeffers,0.791,62
12981,2020,Cam Gallagher,0.79,60
10950,2015,Adam Duvall,0.79,72
9627,2020,Yan Gomes,0.787,119
3711,2018,Eric Thames,0.783,278
12164,2016,Miguel Sano,0.781,495
9629,2015,Shawn O'Malley,0.775,57
17710,2019,Matt Beaty,0.775,268
13414,2017,Andrew Toles,0.772,102
10166,2016,Nick Franklin,0.771,191
5305,2017,Alex Presley,0.77,264
14221,2016,Jorge Soler,0.769,264
19698,2023,Edward Olivares,0.769,385
22514,2022,Triston Casas,0.766,95
17710,2021,Matt Beaty,0.765,234
21716,2023,Enmanuel Valdez,0.764,149
4146,2016,Gorkys Hernandez,0.761,57
5913,2020,Leury Garcia,0.758,63
12101,2017,Kennys Vargas,0.758,264
17954,2021,Sam Hilliard,0.757,238
8347,2017,Denard Span,0.756,542
4220,2021,Ryan Zimmerman,0.756,273
4962,2020,Asdrubal Cabrera,0.753,213
12174,2017,Jorge Bonifacio,0.752,422
11624,2016,Jarrett Parker,0.751,151
10542,2018,Derek Dietrich,0.751,551
16909,2019,Colin Moran,0.751,503
18363,2023,Victor Robles,0.75,126
15191,2017,Chad Pinder,0.75,309
9927,2020,Brett Gardner,0.747,158
15519,2018,Franklin Barreto,0.746,75
9776,2020,Jason Kipnis,0.744,135
13624,2018,Corey Seager,0.744,115
13145,2023,Josh Bell,0.744,617
21479,2019,Nico Hoerner,0.741,82
16153,2017,Austin Slater,0.74,127
17484,2021,Eloy Jimenez,0.74,231
16530,2019,Mauricio Dubon,0.74,111
3441,2015,Nolan Reimold,0.738,195
13807,2021,Kevin Plawecki,0.737,173
20056,2022,Alan Trejo,0.736,125
19948,2023,Cristian Pache,0.736,95
16448,2020,Jacob Nottingham,0.736,54
12979,2015,Javier Baez,0.733,80
12723,2015,Tyler Collins,0.732,207
1875,2015,Josh Hamilton,0.732,182
16426,2019,Thairo Estrada,0.732,69
18042,2023,Dylan Moore,0.731,165
13862,2017,Devon Travis,0.729,197
1887,2018,Jose Bautista,0.727,399
7462,2016,Trevor Plouffe,0.723,344
19859,2023,Rene Pinto,0.723,105
19363,2020,Austin Hays,0.722,134
14388,2018,Ronald Guzman,0.722,428
13176,2016,Blake Swihart,0.72,74
9776,2019,Jason Kipnis,0.715,511
20157,2023,Matthew Batten,0.713,139
15464,2023,Hunter Renfroe,0.713,548
5275,2017,Francisco Cervelli,0.712,304
13324,2019,Ildemaro Vargas,0.712,211
4467,2015,Brandon Moss,0.711,526
14811,2022,Luke Voit,0.71,568
1201,2015,Carl Crawford,0.707,193
13546,2016,Roman Quinn,0.706,69
15191,2019,Chad Pinder,0.706,370
18900,2020,Leody Taveras,0.703,134
12147,2022,Nick Ahmed,0.702,54
18839,2021,Josh Naylor,0.7,250
13355,2023,Luke Maile,0.699,199
11902,2020,Hanser Alberto,0.698,231
13419,2021,Christian Walker,0.696,445
15223,2023,Adam Frazier,0.696,455
14221,2022,Jorge Soler,0.695,306
25805,2023,Blake Sabol,0.695,344
7476,2021,Alex Avila,0.694,111
9368,2018,Evan Longoria,0.694,512
11902,2021,Hanser Alberto,0.693,255
15730,2019,Tyler Wade,0.692,108
15055,2021,Dom Nunez,0.692,263
4400,2015,Chris Denorfia,0.691,231
13369,2017,Erik Gonzalez,0.69,115
19844,2019,Abraham Toro,0.688,89
11339,2023,Jake Marisnick,0.688,83
19960,2022,Taylor Trammell,0.686,117
13151,2018,Jose Briceno,0.684,128
13770,2023,Rob Refsnyder,0.682,243
15937,2017,Aledmys Diaz,0.682,301
9048,2016,Ezequiel Carrera,0.679,310
4146,2018,Gorkys Hernandez,0.676,451
15518,2018,Amed Rosario,0.676,592
12508,2016,Jett Bandy,0.673,231
14350,2022,Raimel Tapia,0.672,433
16535,2020,Danny Jansen,0.671,147
14894,2019,Tony Kemp,0.671,279
17273,2021,Jorge Mateo,0.67,209
12180,2022,Jorge Alfaro,0.667,274
26368,2023,J.J. Bleday,0.666,303
13770,2021,Rob Refsnyder,0.663,157
11339,2022,Jake Marisnick,0.661,82
21524,2022,Joey Bart,0.66,291
5760,2020,Avisail Garcia,0.659,207
19318,2023,Matt Thaiss,0.659,307
15048,2018,Johnny Field,0.657,233
27684,2023,Michael Massey,0.655,461
12282,2023,Rougned Odor,0.654,157
11489,2016,Michael A. Taylor,0.654,237
13788,2022,Matt Reynolds,0.652,272
4251,2015,Stephen Drew,0.652,428
11936,2019,Joe Panik,0.651,491
20311,2023,Corey Julks,0.65,323
5408,2015,Jake Smolinski,0.649,192
13620,2020,Carson Kelly,0.649,129
14477,2022,Jake Cave,0.644,177
971,2015,Jimmy Rollins,0.643,563
11602,2019,Yolmer Sanchez,0.638,555
12325,2018,Jace Peterson,0.634,246
11400,2021,Ronald Torreyes,0.632,344
1965,2016,Desmond Jennings,0.631,225
10556,2022,Cesar Hernandez,0.629,617
10472,2022,Enrique Hernandez,0.629,402
1159,2016,Andrew Romine,0.626,194
20352,2021,Ernie Clement,0.623,133
27506,2021,Ha-seong Kim,0.622,298
20233,2022,Gilberto Celestino,0.615,347
6547,2015,Jordy Mercer,0.613,430
22458,2021,Taylor Walls,0.61,176
9015,2015,Gordon Beckham,0.607,237
5497,2020,Marwin Gonzalez,0.606,199
16622,2020,Luis Urias,0.602,120
7927,2015,Eric Sogard,0.598,401
15730,2020,Tyler Wade,0.595,105
5343,2023,Brandon Crawford,0.587,320
11145,2016,Christian Colon,0.586,161
18363,2022,Victor Robles,0.584,407
6867,2016,Derek Norris,0.583,458
20308,2022,Jake Meyers,0.582,160
5497,2022,Marwin Gonzalez,0.576,207
11486,2017,Robbie Ray,0.569,61
13807,2016,Kevin Plawecki,0.563,151
14735,2018,Brett Phillips,0.558,147
4930,2019,Jon Lester,0.556,53
11836,2017,Taijuan Walker,0.553,54
17109,2022,Meibrys Viloria,0.55,75
9774,2018,Christian Vazquez,0.54,269
11762,2015,Noah Syndergaard,0.53,50
1943,2017,Zack Greinke,0.52,70
11682,2016,Carlos Martinez,0.5,65
8753,2018,Tanner Roark,0.475,65
5524,2019,Madison Bumgarner,0.458,76
3137,2015,Max Scherzer,0.457,77
10954,2018,Jacob deGrom,0.39,74
15679,2018,Rowdy Tellez,0.943,73
13066,2017,Teoscar Hernandez,0.908,95
13602,2018,Patrick Wisdom,0.882,58
12180,2017,Jorge Alfaro,0.874,114
13807,2020,Kevin Plawecki,0.857,89
15279,2020,Garrett Cooper,0.853,133
17838,2019,Willie Calhoun,0.848,337
14691,2020,Harold Castro,0.836,54
19251,2020,Pete Alonso,0.817,239
5275,2020,Francisco Cervelli,0.808,62
27630,2023,Nick Loftin,0.803,68
7619,2018,Mark Reynolds,0.803,235
16578,2018,Yandy Diaz,0.797,120
24729,2023,Logan O'Hoppe,0.796,199
10348,2016,Domingo Santana,0.792,281
19611,2020,Vladimir Guerrero Jr.,0.791,243
11737,2020,Nick Castellanos,0.784,242
11615,2021,Brandon Drury,0.783,88
3174,2017,Shin-Soo Choo,0.78,636
15654,2018,Billy McKinney,0.78,132
15878,2023,Miguel Andujar,0.776,90
19611,2019,Vladimir Guerrero Jr.,0.772,514
12606,2017,Raffy Lopez,0.769,63
15223,2016,Adam Frazier,0.767,160
2967,2016,Tommy Pham,0.764,183
6876,2018,Mark Trumbo,0.764,358
22275,2022,Jake Burger,0.761,183
27555,2023,Garrett Mitchell,0.761,73
2234,2015,Kelly Johnson,0.75,335
14388,2020,Ronald Guzman,0.75,86
12325,2020,Jace Peterson,0.749,61
15161,2018,Mitch Garver,0.749,335
11003,2015,Evan Gattis,0.748,604
1744,2020,Miguel Cabrera,0.746,231
14567,2018,Franchy Cordero,0.746,154
18063,2021,Kyle Garlick,0.745,107
19698,2022,Edward Olivares,0.743,174
14320,2016,Wilmer Difo,0.743,66
7799,2015,Joey Butler,0.742,276
4298,2015,Matt Wieters,0.742,282
27562,2023,Austin Wells,0.742,75
14503,2018,Renato Nunez,0.741,261
2829,2016,Manny Pina,0.74,81
17278,2021,Bobby Bradley,0.739,279
16434,2022,Christian Arroyo,0.736,300
16434,2018,Christian Arroyo,0.735,59
5254,2023,Robbie Grossman,0.734,420
