away_team,away_score,away_team_xwoba_diff,away_lineup_xwoba,away_team_xfip,away_starter_xfip,away_close_win_pct,away_run_diff,home_team,home_score,home_team_xwoba_diff,home_lineup_xwoba,home_team_xfip,home_starter_xfip,home_close_win_pct,home_run_diff
CIN,2,4.99999999999997e-05,0.31900085717191906,4.228999999999999,3.7904803480990084,0.3724484287642182,-54.15,COL,3,-0.02324999999999994,0.30869212319633677,4.479,3.682890328551597,0.5555133295519001,-55.0
NYM,4,0.01405,0.33230124504513986,4.2445,5.072155090390105,0.47162107396149944,5.449999999999999,MIA,8,-0.0258,0.3100481526753359,4.9334999999999996,4.839692030035618,0.40443181818181817,-177.4
SF,10,-0.022350000000000002,0.31773150796069516,4.4775,4.863638179751996,0.6116979061127997,-101.55,MIL,7,0.007500000000000001,0.33088519991053345,4.301,4.932322605189074,0.5984410801963993,30.8
WSH,4,0.02095,0.3301986202319385,4.242500000000001,3.2189583738572263,0.4637992038920832,133.7,PHI,0,-0.00885,0.3229425440208997,4.3725,4.155794293524688,0.49550706033376124,-38.55
ATL,5,0.0083,0.3390836717264053,4.3925,3.8393015597920273,0.612382965871338,79.35000000000001,SD,3,-0.01845,0.3114700632852154,4.2225,3.9476343625077295,0.5149069767441861,-133.5
AZ,4,-0.0057,0.3076763419875333,4.1834999999999996,3.703816822701212,0.4696930618401206,77.2,STL,2,0.009899999999999999,0.32987824059479337,4.2940000000000005,4.636642450359433,0.5120734644720996,86.6
SEA,0,-0.01465,0.3020065867227453,4.6209999999999996,4.414309515428839,0.5346493411228419,-92.8,LAA,13,-0.0069,0.33028324469993714,4.5805,4.049494729950116,0.5111896465903435,-59.5
TB,16,0.026,0.3266876714314562,3.9725,4.1877214873325554,0.5424902216427641,83.8,BAL,4,-0.03634999999999994,0.30672853837042324,5.028500000000001,4.5362328548644335,0.35,-233.39999999999998
LAD,1,0.05029999999999999,0.34644994405888263,3.757,3.8293275137407043,0.5408395176252319,240.79999999999998,BOS,8,0.023749999999999997,0.3403947383458445,4.2005,4.079894333191308,0.5474108818011256,118.6
MIN,5,0.013349999999999935,0.3296636104263147,4.357,3.9436574614287565,0.5666341991341991,105.8,CLE,3,0.019549999999999998,0.31871731401133296,4.0065,3.515847942754919,0.4956020837507514,147.8
DET,5,-0.03045,0.3122584679425018,4.718,4.6784770004950325,0.4028525641025641,-265.15,KC,8,-0.03065,0.30516530284887133,4.8475,4.917293067470438,0.4134021901443504,-168.9
TOR,0,-0.008499999999999999,0.3197570426839313,4.717,5.1214149209849325,0.48074953980671875,-105.6,NYY,4,0.030449999999999998,0.3442891507883843,4.0375,4.229042918118082,0.49700552825552824,197.59999999999997
CWS,1,-0.02885,0.30834641207910707,4.8575,4.585915887850468,0.4278409090909091,-139.5,OAK,5,0.0167,0.33465598527655493,4.5755,4.886001505334119,0.5778344671201814,120.7
