away_team,away_score,away_team_ops,away_lineup_ops,away_team_era,away_starter_era,away_close_win_pct,away_run_diff,home_team,home_score,home_team_ops,home_lineup_ops,home_team_era,home_starter_era,home_close_win_pct,home_run_diff
SF,5,0.7051999999999999,0.771043782709599,4.1819999999999995,3.054520619484963,0.48152804642166336,-50.85,AZ,6,0.7631,0.7471613074625004,4.082,3.1511035765379116,0.5438228438228437,58.349999999999994
CHC,3,0.7658499999999999,0.7556264037508478,3.6615,3.5839673135852905,0.5777401926239135,151.35,STL,4,0.7553999999999998,0.7277962367616309,3.8669999999999995,3.3446816847919902,0.48663041494835957,68.65
NYY,3,0.7626000000000001,0.780819092562918,3.8945,4.011115377376247,0.485525467440361,123.2,TB,7,0.7346499999999999,0.743628375058641,4.005,3.875547033599305,0.4308928571428571,-15.95
PHI,4,0.70765,0.7154637863174533,4.6055,4.766181028724114,0.41412148702810375,-129.14999999999998,CIN,3,0.7434999999999999,0.7689944700876583,4.981999999999999,4.374506864731037,0.39254884932696477,-121.19999999999999
SD,3,0.6901999999999999,0.6773075967276174,4.5435,4.105681891711867,0.47174418604651164,-160.35,LAD,14,0.7554500000000001,0.7542656957182753,3.4720000000000004,2.1082543449598465,0.542269635126778,146.55
COL,7,0.7793,0.7875191430928213,4.692,4.256348727615458,0.5219318181818181,20.399999999999995,MIL,5,0.73785,0.7676100086486516,4.067,4.377983932670237,0.5068940342094284,-6.799999999999999
ATL,0,0.72015,0.7126593842825453,4.6209999999999996,4.040371623575684,0.47851365015166836,-113.95,NYM,6,0.74305,0.7677189130876668,4.4185,2.9102998440223877,0.4895093356491532,-52.8
MIA,2,0.7396999999999999,0.7864733156666152,4.5104999999999995,4.388511946810721,0.4679743083003952,-42.9,WSH,4,0.7655500000000001,0.7639147575598605,3.751,3.0005346387776295,0.5723856209150326,136.15
TOR,2,0.7427,0.7709856230402677,4.171,4.1773818293431555,0.46079563881946684,1.7999999999999972,BAL,3,0.7474,0.7522133987453894,4.6445,4.291164397905759,0.5227383768273295,-48.55
PIT,3,0.7137499999999999,0.7520593137462401,4.0775,3.784392156862745,0.49656528469229794,-29.9,BOS,5,0.7551,0.7562282293932882,3.889,4.266458284567798,0.5125106600716356,115.45
SEA,0,0.7466999999999999,0.7698775402936249,4.3,3.9980707529322737,0.5791720154043646,-8.45,HOU,3,0.79035,0.8120688341006073,4.0225,3.242904622157006,0.5513254716981133,140.0
KC,1,0.7267,0.7064732873420527,4.3915,3.774731310942579,0.571895325203252,-50.2,MIN,7,0.7509,0.7605314262428158,4.643,3.432554444888711,0.4347838137472283,-26.150000000000002
LAA,2,0.714,0.7436239273809349,4.181,4.995020226342404,0.5464386482243625,-4.0,OAK,4,0.7337999999999999,0.748025556147772,4.5535,4.137227336122733,0.4707023060796645,-84.44999999999999
CLE,8,0.7713,0.782222838289047,3.497,2.765293866500052,0.5538961038961038,182.0,TEX,5,0.7495999999999999,0.7432383099926252,4.5525,3.753222222222222,0.48495323373742827,-5.5
SF,8,0.7051999999999999,0.6997842736199198,4.1819999999999995,3.7731127442503887,0.48152804642166336,-50.85,AZ,4,0.7631,0.7406837358632171,4.082,4.280229312218599,0.5438228438228437,58.349999999999994
SD,4,0.6901999999999999,0.663863152283173,4.5435,4.299961705831158,0.47174418604651164,-160.35,LAD,0,0.7554500000000001,0.7606397186953552,3.4720000000000004,3.999201623815967,0.542269635126778,146.55
COL,6,0.7793,0.8022492550774685,4.692,4.429503087498543,0.5219318181818181,20.399999999999995,MIL,5,0.73785,0.7237445814736478,4.067,3.896923063712863,0.5068940342094284,-6.799999999999999
CHC,2,0.7658499999999999,0.7698711072150896,3.6615,3.008692022887916,0.5777401926239135,151.35,STL,1,0.7553999999999998,0.7562206973750911,3.8669999999999995,4.492134268537074,0.48663041494835957,68.65
DET,6,0.75325,0.7325417515545521,4.9719999999999995,3.2656553652363294,0.4874127906976744,-105.24999999999999,CWS,3,0.72325,0.7114551887806838,4.494999999999999,3.7131985167967243,0.4706693729998815,-87.49999999999999
SEA,1,0.7466999999999999,0.7698775402936249,4.3,4.09107683741648,0.5791720154043646,-8.45,HOU,2,0.79035,0.8205167351171828,4.0225,3.7570986436498153,0.5513254716981133,140.0
LAA,7,0.714,0.7341266672496773,4.181,4.308393410332169,0.5464386482243625,-4.0,OAK,6,0.7337999999999999,0.748025556147772,4.5535,4.23177811550152,0.4707023060796645,-84.44999999999999
NYY,5,0.7626000000000001,0.780819092562918,3.8945,3.974386248736097,0.485525467440361,123.2,TB,0,0.7346499999999999,0.7080551058673831,4.005,3.8406061940995855,0.4308928571428571,-15.95
CLE,4,0.7713,0.7823967623644437,3.497,3.370986900938346,0.5538961038961038,182.0,TEX,3,0.7495999999999999,0.7618283470111361,4.5525,4.630424649617107,0.48495323373742827,-5.5
SF,6,0.7051999999999999,0.7180990339045614,4.1819999999999995,5.048164522058823,0.48152804642166336,-50.85,AZ,8,0.7631,0.752429251549923,4.082,3.9206193165363454,0.5438228438228437,58.349999999999994
PHI,0,0.70765,0.7238629925449804,4.6055,4.049050961623681,0.41412148702810375,-129.14999999999998,CIN,2,0.7434999999999999,0.751081987552102,4.981999999999999,4.092744856312969,0.39254884932696477,-121.19999999999999
SD,1,0.6901999999999999,0.7021473399271885,4.5435,4.399604437510834,0.47174418604651164,-160.35,LAD,3,0.7554500000000001,0.7879408999107542,3.4720000000000004,2.72006890266132,0.542269635126778,146.55
COL,1,0.7793,0.790524116856175,4.692,4.457872089596228,0.5219318181818181,20.399999999999995,MIL,6,0.73785,0.7583724108186186,4.067,6.219300284900285,0.5068940342094284,-6.799999999999999
